year_month,SPI,model
2033-08,1.953819929927044,FGOALS_f3_H
2033-09,2.5706601435231193,FGOALS_f3_H
2033-10,0.311641899137793,FGOALS_f3_H
2033-11,0.2022214693301578,FGOALS_f3_H
2033-12,0.2022214693301578,FGOALS_f3_H
2034-01,0.2022214693301578,FGOALS_f3_H
2034-02,0.2022214693301578,FGOALS_f3_H
2034-03,0.2022214693301578,FGOALS_f3_H
2034-04,0.2022214693301578,FGOALS_f3_H
2034-05,0.2022214693301578,FGOALS_f3_H
2034-06,1.6118459280784825,FGOALS_f3_H
2034-07,0.5690219550561391,FGOALS_f3_H
2034-08,0.6320210634002604,FGOALS_f3_H
2034-09,1.9920465673278283,FGOALS_f3_H
2034-10,0.519522685348483,FGOALS_f3_H
2034-11,0.2022214693301578,FGOALS_f3_H
2034-12,0.2022214693301578,FGOALS_f3_H
2035-01,0.2022214693301578,FGOALS_f3_H
2035-02,0.2022214693301578,FGOALS_f3_H
2035-03,0.2022214693301578,FGOALS_f3_H
2035-04,0.2022214693301578,FGOALS_f3_H
2035-05,0.2022214693301578,FGOALS_f3_H
2035-06,0.4849011764104808,FGOALS_f3_H
2035-07,1.4477553508269903,FGOALS_f3_H
2035-08,0.5717828575124165,FGOALS_f3_H
2035-09,1.8070480130768496,FGOALS_f3_H
2035-10,0.25694198530636186,FGOALS_f3_H
2035-11,0.2022214693301578,FGOALS_f3_H
2035-12,0.2022214693301578,FGOALS_f3_H
2036-01,0.2022214693301578,FGOALS_f3_H
2036-02,0.7242854650411745,FGOALS_f3_H
2036-03,0.2022214693301578,FGOALS_f3_H
2036-04,0.2022214693301578,FGOALS_f3_H
2036-05,0.3826666958280654,FGOALS_f3_H
2036-06,0.7579698692300002,FGOALS_f3_H
2036-07,1.3455977001106323,FGOALS_f3_H
2036-08,1.5394673835263954,FGOALS_f3_H
2036-09,1.706669325460458,FGOALS_f3_H
2036-10,0.3683044471816145,FGOALS_f3_H
2036-11,0.2022214693301578,FGOALS_f3_H
2036-12,0.2022214693301578,FGOALS_f3_H
2037-01,0.2022214693301578,FGOALS_f3_H
2037-02,0.2022214693301578,FGOALS_f3_H
2037-03,0.2022214693301578,FGOALS_f3_H
2037-04,0.2022214693301578,FGOALS_f3_H
2037-05,0.2022214693301578,FGOALS_f3_H
2037-06,0.2022214693301578,FGOALS_f3_H
2037-07,0.6528093522825533,FGOALS_f3_H
2037-08,0.30778955203584724,FGOALS_f3_H
2037-09,0.641752579060419,FGOALS_f3_H
2037-10,0.2022214693301578,FGOALS_f3_H
2037-11,0.2022214693301578,FGOALS_f3_H
2037-12,0.2022214693301578,FGOALS_f3_H
2038-01,0.2022214693301578,FGOALS_f3_H
2038-02,0.2022214693301578,FGOALS_f3_H
2038-03,0.2022214693301578,FGOALS_f3_H
2038-04,0.2022214693301578,FGOALS_f3_H
2038-05,0.2022214693301578,FGOALS_f3_H
2038-06,0.2022214693301578,FGOALS_f3_H
2038-07,1.1483525697492634,FGOALS_f3_H
2038-08,1.6032929939682514,FGOALS_f3_H
2038-09,1.4633520705457133,FGOALS_f3_H
2038-10,1.1895411349795808,FGOALS_f3_H
2038-11,0.2022214693301578,FGOALS_f3_H
2038-12,0.2022214693301578,FGOALS_f3_H
2039-01,0.2022214693301578,FGOALS_f3_H
2039-02,0.2022214693301578,FGOALS_f3_H
2039-03,0.2022214693301578,FGOALS_f3_H
2039-04,0.2022214693301578,FGOALS_f3_H
2039-05,0.2022214693301578,FGOALS_f3_H
2039-06,0.2022214693301578,FGOALS_f3_H
2039-07,2.0129817375385617,FGOALS_f3_H
2039-08,1.3940397776206486,FGOALS_f3_H
2039-09,0.4692535910837227,FGOALS_f3_H
2039-10,0.33678158862818924,FGOALS_f3_H
2039-11,0.2022214693301578,FGOALS_f3_H
2039-12,0.2022214693301578,FGOALS_f3_H
2040-01,0.2022214693301578,FGOALS_f3_H
2040-02,0.2022214693301578,FGOALS_f3_H
2040-03,0.2022214693301578,FGOALS_f3_H
2040-04,0.2022214693301578,FGOALS_f3_H
2040-05,0.2022214693301578,FGOALS_f3_H
